Station ID,Address,Charger Type,Station Operator,Cost (USD/kWh),Distance to City (km),Usage Stats (avg users/day),Charging Capacity (kW),Reviews (Rating),Renewable Energy Source,PRIME_UtilityScore_100,PRIME_RiskScore_100,PRIME_DeploymentImpact_100,NetworkRank
EVS02207,"2475 Sydney Ave, Sydney",AC Level 2,Ionity,0.18,16.03,99,150,4.7,Yes,59.79454902522563,42.2053158223889,65.55962059620596,813
EVS02208,"1044 Mexico City Ave, Mexico City",AC Level 2,ChargePoint,0.28,7.51,10,150,3.3,Yes,32.20450489834128,46.33314571607245,36.08915989159891,3740
EVS02209,"1928 Chicago Ave, Chicago",DC Fast Charger,ChargePoint,0.16,11.66,83,22,3.3,No,10.54606732242048,57.120512820512694,25.966666666666665,4942
EVS02210,"9592 Moscow Ave, Moscow",AC Level 1,Tesla,0.12,17.27,94,350,4.6,Yes,78.00626509692829,32.6,85.1111111111111,100
EVS02211,"4412 Random Rd, City 281, Country",AC Level 1,ChargePoint,0.27,18.15,63,150,3.7,No,44.19167343244064,59.7501876172607,55.71517615176151,2271
EVS02212,"6536 São Paulo Ave, São Paulo",AC Level 1,Tesla,0.18,2.0,67,22,3.8,No,24.95276295799693,39.06923076923065,31.288888888888888,4379
EVS02213,"2585 Dubai Ave, Dubai",AC Level 2,Greenlots,0.47,19.95,11,350,4.5,No,8.018811365018836,82.86538461538449,31.255555555555553,4970
EVS02214,"5437 Dubai Ave, Dubai",AC Level 2,EVgo,0.11,17.4,75,50,3.2,No,22.713289049431918,56.32335834896808,32.71165311653117,4545
EVS02215,"2457 Mumbai Ave, Mumbai",AC Level 1,Tesla,0.38,16.46,92,150,3.9,No,44.315758150502,66.94377736085042,54.71517615176151,2253
EVS02216,"3284 Toronto Ave, Toronto",AC Level 1,Ionity,0.11,17.5,52,150,3.8,No,41.27640519123329,46.49121325828643,51.348509485094866,2637
EVS02217,"1424 Chicago Ave, Chicago",AC Level 2,Tesla,0.19,6.01,73,50,3.4,Yes,46.10547787251839,40.8951532207629,47.5338753387534,2039
EVS02218,"271 Seoul Ave, Seoul",DC Fast Charger,Tesla,0.28,16.49,91,22,3.4,Yes,24.835100485902167,62.28461538461533,42.97777777777778,4392
EVS02219,"9218 San Francisco Ave, San Francisco",DC Fast Charger,ChargePoint,0.17,12.31,57,150,4.4,Yes,64.81474243298494,31.61685428392733,65.32628726287263,525
EVS02220,"2983 Berlin Ave, Berlin",AC Level 2,Greenlots,0.33,5.99,75,22,4.8,No,26.152367022803734,48.15256410256407,40.15555555555556,4295
EVS02221,"2358 Random Rd, City 172, Country",DC Fast Charger,ChargePoint,0.14,18.9,97,22,3.4,Yes,22.78014473764631,57.02820512820506,44.93333333333334,4544
EVS02222,"8252 Beijing Ave, Beijing",AC Level 2,Greenlots,0.46,19.95,85,150,4.6,No,39.6559707650775,71.10531582238902,54.37073170731706,2825
EVS02223,"1129 Chicago Ave, Chicago",AC Level 2,Greenlots,0.35,18.47,36,350,3.0,No,22.68664544216561,78.22435897435886,32.97777777777778,4546
EVS02224,"7150 Mexico City Ave, Mexico City",AC Level 2,Ionity,0.15,11.0,12,150,4.6,Yes,55.06525302151434,27.10109443402116,51.81138211382114,1145
EVS02225,"1621 San Francisco Ave, San Francisco",DC Fast Charger,ChargePoint,0.42,11.76,74,350,3.5,No,52.550407730513285,65.96153846153837,63.411111111111126,1353
EVS02226,"1644 San Francisco Ave, San Francisco",DC Fast Charger,EVgo,0.46,18.15,32,50,3.6,No,26.78631668609014,74.30669168230135,40.75609756097562,4247
EVS02227,"886 Seoul Ave, Seoul",DC Fast Charger,Ionity,0.31,15.0,20,350,3.1,Yes,32.011241358398905,68.23461538461531,41.81111111111111,3768
EVS02228,"7026 São Paulo Ave, São Paulo",AC Level 1,Greenlots,0.11,16.21,39,50,3.8,Yes,50.62823841476915,36.39771732332706,52.956097560975614,1556
EVS02229,"659 Seoul Ave, Seoul",AC Level 1,Tesla,0.47,6.42,93,350,3.9,Yes,67.77071803480503,50.63717948717944,78.56666666666666,370
EVS02230,"5484 Bangkok Ave, Bangkok",AC Level 2,Ionity,0.45,10.97,48,22,3.5,No,11.877054978825743,70.35256410256399,28.92222222222222,4920
EVS02231,"638 Random Rd, City 93, Country",AC Level 1,ChargePoint,0.48,18.27,79,150,3.0,No,23.41887535611644,86.1591619762351,41.215176151761526,4502
EVS02232,"6070 Mumbai Ave, Mumbai",AC Level 1,Tesla,0.5,1.61,48,350,4.7,No,41.99697131960689,53.251282051281976,55.72222222222223,2552
EVS02233,"1112 Bangkok Ave, Bangkok",AC Level 1,EVgo,0.44,7.72,59,150,3.5,No,41.04024021157935,58.723264540337674,48.93739837398375,2661
EVS02234,"4823 Bangkok Ave, Bangkok",AC Level 2,Greenlots,0.33,0.83,76,350,4.8,Yes,88.48132969667155,25.78076923076919,85.8,22
EVS02235,"7142 Toronto Ave, Toronto",AC Level 1,EVgo,0.34,8.63,61,150,4.0,Yes,59.79659617636415,40.45403377110689,59.015176151761516,812
EVS02236,"9385 Dubai Ave, Dubai",AC Level 2,Tesla,0.46,0.96,53,150,4.5,Yes,62.972334134943466,36.095059412132485,68.42628726287263,621
EVS02237,"2028 Bangkok Ave, Bangkok",AC Level 1,Greenlots,0.28,8.02,79,50,3.5,Yes,45.3892837119051,49.16823014383986,50.18943089430894,2121
EVS02238,"8225 Bangkok Ave, Bangkok",AC Level 2,Greenlots,0.23,6.58,91,50,3.7,No,28.70029656068619,53.07976860537828,36.61165311653117,4098
EVS02239,"189 Toronto Ave, Toronto",AC Level 1,EVgo,0.31,8.13,16,350,4.9,No,32.75505126678311,48.97051282051274,36.72222222222222,3686
EVS02240,"9253 São Paulo Ave, São Paulo",AC Level 1,Tesla,0.17,9.35,15,22,4.5,Yes,50.53676498401073,23.852564102564116,46.27777777777777,1577
EVS02241,"4863 Random Rd, City 71, Country",AC Level 1,ChargePoint,0.22,17.13,18,22,4.7,Yes,53.03010060927722,35.50769230769228,57.544444444444444,1313
EVS02242,"1528 Mexico City Ave, Mexico City",AC Level 2,Greenlots,0.28,5.01,92,150,4.7,Yes,63.59800699662455,34.02582864290178,62.537398373983734,589
EVS02243,"9672 Beijing Ave, Beijing",AC Level 2,Greenlots,0.38,12.19,71,350,5.0,No,61.349094641412634,47.820512820512825,64.53333333333335,711
EVS02244,"4529 San Francisco Ave, San Francisco",AC Level 2,Greenlots,0.14,18.04,45,22,3.4,No,19.432563068057483,56.18205128205121,35.022222222222226,4691
EVS02245,"8546 Bangkok Ave, Bangkok",DC Fast Charger,ChargePoint,0.26,8.94,23,22,4.6,Yes,57.20730429164088,28.587179487179487,55.51111111111111,992
EVS02246,"4733 Berlin Ave, Berlin",DC Fast Charger,ChargePoint,0.38,7.47,61,150,4.6,No,49.33518879049626,44.3360850531582,52.104065040650404,1679
EVS02247,"9186 Chicago Ave, Chicago",DC Fast Charger,Ionity,0.43,13.88,58,350,4.1,No,47.89646647139229,66.69615384615375,57.96666666666667,1844
EVS02248,"6852 San Francisco Ave, San Francisco",DC Fast Charger,Ionity,0.49,3.73,10,150,3.6,Yes,22.89117013239951,55.690838023764734,37.078048780487805,4535
EVS02249,"9373 Seoul Ave, Seoul",AC Level 1,Greenlots,0.15,17.58,27,22,3.2,Yes,35.525080528837584,46.219230769230684,43.31111111111111,3350
EVS02250,"4748 Moscow Ave, Moscow",AC Level 2,EVgo,0.23,5.7,87,350,3.2,No,67.09422701501991,41.78333333333333,67.13333333333334,410
EVS02251,"6670 Random Rd, City 222, Country",AC Level 2,Greenlots,0.36,6.19,78,22,3.7,No,14.905369111362864,57.59743589743578,27.87777777777778,4851
EVS02252,"708 San Francisco Ave, San Francisco",AC Level 2,Ionity,0.32,18.45,69,350,4.6,Yes,71.24244695365438,48.27948717948718,76.22222222222223,248
EVS02253,"5890 Berlin Ave, Berlin",DC Fast Charger,Tesla,0.3,3.88,47,350,3.7,No,44.507303576476495,48.789743589743594,43.74444444444445,2222
EVS02254,"8755 Mexico City Ave, Mexico City",DC Fast Charger,Tesla,0.4,8.22,74,22,3.1,Yes,18.91656356846103,65.16410256410256,37.1888888888889,4706
EVS02255,"4068 Seoul Ave, Seoul",AC Level 1,ChargePoint,0.39,5.33,59,350,3.8,No,51.917394353161754,54.49871794871797,56.39999999999999,1425
EVS02256,"6299 Cape Town Ave, Cape Town",DC Fast Charger,Tesla,0.25,15.78,98,50,4.8,No,33.7591864338811,53.79515322076287,44.00054200542006,3563
EVS02257,"7198 Dubai Ave, Dubai",AC Level 2,ChargePoint,0.45,0.52,85,50,3.2,Yes,27.481784503108344,56.77207629768605,37.82276422764228,4193
EVS02258,"279 Seoul Ave, Seoul",AC Level 1,Tesla,0.3,15.18,28,22,3.3,Yes,34.96047040501729,56.73589743589736,46.18888888888889,3407
EVS02259,"4208 São Paulo Ave, São Paulo",AC Level 2,EVgo,0.16,14.53,72,22,3.2,Yes,26.82165964650902,50.174358974358945,37.977777777777774,4245
EVS02260,"738 Bangkok Ave, Bangkok",AC Level 2,Greenlots,0.13,6.25,98,50,3.2,No,28.716974660121366,47.361819887429625,31.689430894308945,4097
EVS02261,"6114 Random Rd, City 183, Country",DC Fast Charger,Greenlots,0.14,14.98,15,350,3.3,Yes,30.214352102447922,54.87692307692296,38.32222222222222,3958
EVS02262,"7980 Sydney Ave, Sydney",DC Fast Charger,ChargePoint,0.32,12.51,84,22,3.2,No,7.38583207259726,68.19999999999989,24.11111111111111,4974
EVS02263,"6334 Los Angeles Ave, Los Angeles",AC Level 2,Ionity,0.24,5.99,62,22,3.5,Yes,35.38988604751801,43.1666666666666,42.74444444444444,3365
EVS02264,"3604 Cape Town Ave, Cape Town",DC Fast Charger,EVgo,0.23,1.53,13,150,3.3,Yes,50.30324647699375,32.493402126328846,45.4669376693767,1596
EVS02265,"8926 Sydney Ave, Sydney",AC Level 2,Greenlots,0.47,4.07,42,150,4.6,No,50.87790484192018,46.52417135709817,61.14471544715446,1532
EVS02266,"3100 Mumbai Ave, Mumbai",AC Level 1,Greenlots,0.36,19.43,74,150,4.8,Yes,56.0296659696709,51.536085053158196,64.03739837398373,1073
EVS02267,"4743 São Paulo Ave, São Paulo",AC Level 2,Tesla,0.4,15.29,89,150,5.0,Yes,59.91437217681543,51.466854283927354,66.9929539295393,804
EVS02268,"9615 Chicago Ave, Chicago",AC Level 1,ChargePoint,0.42,14.19,57,350,3.4,Yes,49.74946169432303,67.3487179487179,59.199999999999996,1646
EVS02269,"1683 Chicago Ave, Chicago",DC Fast Charger,EVgo,0.11,1.27,93,150,4.3,Yes,67.63935647086976,21.016854283927454,60.804065040650414,378
EVS02270,"2705 Bangkok Ave, Bangkok",AC Level 2,Greenlots,0.17,19.07,21,22,3.0,Yes,26.987834267461622,52.73717948717936,38.84444444444445,4228
EVS02271,"8912 Random Rd, City 2, Country",DC Fast Charger,EVgo,0.32,7.4,48,22,3.1,Yes,27.206488434025985,51.85641025641024,35.01111111111111,4205
EVS02272,"161 Moscow Ave, Moscow",DC Fast Charger,Tesla,0.41,15.35,74,50,3.1,No,19.0086135663795,79.23617886178855,35.389430894308944,4703
EVS02273,"4298 San Francisco Ave, San Francisco",AC Level 1,EVgo,0.38,6.42,54,150,3.4,Yes,54.48249319096701,49.08480300187608,60.68184281842819,1192
EVS02274,"8306 São Paulo Ave, São Paulo",AC Level 2,Ionity,0.43,16.57,60,350,4.3,No,51.10914732465044,66.08846153846142,60.43333333333334,1504
EVS02275,"8994 Cape Town Ave, Cape Town",DC Fast Charger,ChargePoint,0.25,19.28,42,350,4.1,No,39.82982849958469,63.170512820512805,51.65555555555555,2807
EVS02276,"5849 Toronto Ave, Toronto",DC Fast Charger,Tesla,0.27,19.67,98,150,3.2,Yes,42.90806137974402,65.03223889931198,56.215176151761526,2433
EVS02277,"7891 Seoul Ave, Seoul",DC Fast Charger,Tesla,0.31,9.66,28,22,4.4,Yes,45.99798005388546,38.58589743589733,49.44444444444444,2047
EVS02278,"4164 Berlin Ave, Berlin",AC Level 1,Tesla,0.15,3.26,84,350,4.3,Yes,85.61501320412802,21.255128205128205,81.0111111111111,38
EVS02279,"8916 Berlin Ave, Berlin",AC Level 2,Tesla,0.23,19.88,78,22,4.3,No,18.41309274533551,59.998717948717825,40.96666666666667,4728
EVS02280,"5091 Toronto Ave, Toronto",DC Fast Charger,Greenlots,0.21,10.3,26,150,4.3,No,46.93900710421784,37.685709818636596,44.955826558265585,1945
EVS02281,"5573 Random Rd, City 315, Country",DC Fast Charger,Tesla,0.3,7.8,86,150,4.3,No,51.429044594273655,46.77967479674792,54.44850948509485,1475
EVS02282,"9641 Mexico City Ave, Mexico City",AC Level 1,ChargePoint,0.32,13.89,53,350,3.1,No,44.18416291017607,67.13846153846148,51.63333333333333,2275
EVS02283,"5265 Chicago Ave, Chicago",AC Level 2,ChargePoint,0.49,0.6,87,22,3.4,No,7.0527991697260894,65.14999999999993,30.933333333333334,4977
EVS02284,"25 Toronto Ave, Toronto",AC Level 2,Ionity,0.17,0.51,58,50,4.6,No,47.760756511311314,27.58233270794247,46.60054200542005,1859
EVS02285,"9063 Toronto Ave, Toronto",DC Fast Charger,Greenlots,0.3,5.02,86,50,3.9,Yes,50.314082630561515,42.850281425891076,52.678319783197836,1594
EVS02286,"9403 Toronto Ave, Toronto",AC Level 1,Greenlots,0.24,3.57,45,22,3.4,No,25.933792563434963,45.13076923076916,31.688888888888894,4313
EVS02287,"1564 Mumbai Ave, Mumbai",AC Level 2,Ionity,0.21,9.56,25,350,3.1,Yes,41.44976704061072,51.00384615384608,41.14444444444445,2614
EVS02288,"5201 Dubai Ave, Dubai",AC Level 1,Greenlots,0.29,8.53,80,22,3.2,Yes,23.537132661920214,53.56538461538458,34.28888888888889,4494
EVS02289,"9280 Dubai Ave, Dubai",AC Level 2,Tesla,0.16,10.72,88,22,4.3,No,24.4097328719017,47.74871794871783,39.41111111111111,4429
EVS02290,"4871 Seoul Ave, Seoul",AC Level 1,Tesla,0.2,1.32,75,22,3.2,No,25.631742923447447,43.35384615384604,32.28888888888889,4334
EVS02291,"452 Random Rd, City 463, Country",DC Fast Charger,Greenlots,0.16,9.66,59,22,3.9,Yes,37.83609856137241,34.69487179487174,40.12222222222223,3059
EVS02292,"9689 Toronto Ave, Toronto",DC Fast Charger,Greenlots,0.39,3.81,65,50,4.3,No,33.816453869226926,50.25669168230142,40.856097560975606,3553
EVS02293,"3314 Berlin Ave, Berlin",DC Fast Charger,Tesla,0.3,10.61,46,22,3.7,No,23.136672028484504,54.96923076923073,32.63333333333334,4523
EVS02294,"1967 Toronto Ave, Toronto",AC Level 2,ChargePoint,0.22,17.32,17,50,3.8,No,28.421524572660875,51.170231394621545,35.76151761517616,4116
EVS02295,"2982 Sydney Ave, Sydney",AC Level 1,ChargePoint,0.22,14.28,78,350,4.7,No,68.18243866804428,40.41794871794866,70.61111111111111,354
EVS02296,"2715 Los Angeles Ave, Los Angeles",DC Fast Charger,Tesla,0.4,1.43,95,22,4.8,No,23.427118610459434,49.73589743589743,41.48888888888889,4501
EVS02297,"7492 Los Angeles Ave, Los Angeles",AC Level 2,ChargePoint,0.17,5.92,25,150,3.3,No,36.651427531421234,42.083145716072515,36.31138211382113,3203
EVS02298,"6559 Moscow Ave, Moscow",AC Level 1,Greenlots,0.41,12.83,92,50,3.1,No,15.447377459385379,76.31310193871157,29.033875338753383,4835
EVS02299,"4401 San Francisco Ave, San Francisco",AC Level 2,Ionity,0.22,5.39,32,150,4.8,No,51.08510169721182,29.33314571607254,48.32249322493225,1506
EVS02300,"2605 Bangkok Ave, Bangkok",AC Level 2,Tesla,0.16,1.62,99,150,4.0,Yes,69.48075753183642,24.300187617260736,60.65962059620597,298
EVS02301,"7108 Random Rd, City 118, Country",AC Level 2,Tesla,0.3,9.09,55,350,4.1,Yes,63.62615704539967,42.38205128205117,60.8111111111111,588
EVS02302,"1744 Toronto Ave, Toronto",AC Level 2,EVgo,0.43,9.85,52,150,3.1,No,37.96879021539749,64.6758286429017,48.670731707317074,3038
EVS02303,"3054 Seoul Ave, Seoul",DC Fast Charger,EVgo,0.37,16.63,93,350,3.9,Yes,68.46277902257405,56.22692307692303,79.67777777777776,344
EVS02304,"610 Bangkok Ave, Bangkok",AC Level 2,Tesla,0.14,15.17,40,22,4.7,No,29.615624429286648,38.815384615384566,36.56666666666667,4012
EVS02305,"2764 Dubai Ave, Dubai",AC Level 2,ChargePoint,0.11,2.55,77,350,3.8,No,73.45318326614677,25.780769230769124,67.1111111111111,195
EVS02306,"8136 Cape Town Ave, Cape Town",DC Fast Charger,ChargePoint,0.3,5.59,62,50,4.6,Yes,57.10601697856798,32.89643527204497,55.31165311653117,1001
EVS02307,"7797 Mumbai Ave, Mumbai",DC Fast Charger,ChargePoint,0.31,1.0,36,50,3.9,No,42.374028103942976,36.72848655409626,40.45609756097562,2505
EVS02308,"7286 Chicago Ave, Chicago",AC Level 1,Tesla,0.17,13.17,69,350,4.3,No,61.28080866282823,42.652564102564014,64.12222222222222,715
EVS02309,"3916 Cape Town Ave, Cape Town",AC Level 2,Tesla,0.19,17.79,80,50,3.5,Yes,39.052372112362455,55.11053783614754,50.14498644986449,2897
EVS02310,"8917 Los Angeles Ave, Los Angeles",AC Level 2,Ionity,0.14,15.34,16,150,4.9,Yes,54.86600530184395,31.625453408380118,57.15582655826559,1160
EVS02311,"6438 Random Rd, City 242, Country",DC Fast Charger,ChargePoint,0.43,9.47,57,350,4.0,Yes,63.019792176595594,52.416666666666664,65.62222222222222,619
EVS02312,"3187 San Francisco Ave, San Francisco",DC Fast Charger,Ionity,0.26,7.01,53,350,4.2,No,52.01475487747507,45.84102564102557,52.66666666666667,1416
EVS02313,"2232 Bangkok Ave, Bangkok",AC Level 2,Tesla,0.28,14.55,87,150,3.3,Yes,54.625060546670476,54.94634146341462,59.62628726287264,1183
EVS02314,"6462 Berlin Ave, Berlin",DC Fast Charger,Tesla,0.13,8.03,17,350,3.0,Yes,37.34409677533477,44.12179487179482,35.06666666666667,3126
EVS02315,"4299 Mexico City Ave, Mexico City",AC Level 1,Greenlots,0.24,5.89,65,350,3.2,Yes,68.7446350847699,39.44358974358974,64.28888888888889,333
EVS02316,"4709 Mumbai Ave, Mumbai",AC Level 2,ChargePoint,0.22,12.51,51,50,4.8,Yes,51.62021900628898,34.827204502814254,52.75609756097561,1458
EVS02317,"4241 São Paulo Ave, São Paulo",AC Level 2,ChargePoint,0.23,8.66,100,350,4.4,Yes,91.64194942798733,30.22692307692299,94.68888888888888,17
EVS02318,"9859 Moscow Ave, Moscow",AC Level 1,Tesla,0.38,11.3,33,50,4.2,Yes,44.61208427268852,46.13746091307059,47.1338753387534,2212
EVS02319,"3743 Beijing Ave, Beijing",DC Fast Charger,ChargePoint,0.43,6.72,40,22,3.6,Yes,28.669287067436727,54.55512820512817,39.97777777777779,4100
EVS02320,"1340 Mexico City Ave, Mexico City",AC Level 2,EVgo,0.18,8.24,70,22,3.2,Yes,29.685654351324686,47.123076923076916,40.2888888888889,4003
EVS02321,"6810 Random Rd, City 361, Country",AC Level 2,ChargePoint,0.13,3.34,89,50,4.8,Yes,59.28254267730236,23.80797373358346,57.73387533875339,846
EVS02322,"9380 Los Angeles Ave, Los Angeles",AC Level 2,Tesla,0.42,5.62,57,50,4.3,Yes,44.42629524071246,43.801563477173175,46.76720867208671,2234
EVS02323,"6604 São Paulo Ave, São Paulo",AC Level 1,ChargePoint,0.13,17.33,85,350,3.3,Yes,71.76755827193934,43.16538461538453,77.8777777777778,235
EVS02324,"228 San Francisco Ave, San Francisco",DC Fast Charger,ChargePoint,0.2,5.05,60,350,4.8,Yes,78.01972086316216,24.107692307692265,70.6,99
EVS02325,"7759 San Francisco Ave, San Francisco",DC Fast Charger,ChargePoint,0.15,19.16,13,50,3.6,No,27.531845638814918,52.28433395872417,40.0059620596206,4186
EVS02326,"2977 Dubai Ave, Dubai",DC Fast Charger,ChargePoint,0.19,9.52,25,50,4.5,Yes,58.963840255613846,27.49515322076291,57.367208672086726,871
EVS02327,"9585 Beijing Ave, Beijing",DC Fast Charger,Tesla,0.47,5.94,44,22,4.8,No,34.02116258272688,49.19102564102564,45.97777777777778,3529
EVS02328,"922 Beijing Ave, Beijing",AC Level 2,EVgo,0.22,10.21,87,350,4.6,No,72.33582442849168,38.44615384615382,76.93333333333334,215
EVS02329,"2559 Toronto Ave, Toronto",AC Level 2,Greenlots,0.1,18.47,30,50,3.4,No,28.86644804971154,49.18361475922441,38.33387533875339,4084
EVS02330,"7740 San Francisco Ave, San Francisco",AC Level 2,Tesla,0.16,2.24,53,350,4.3,No,62.82126339833105,29.0179487179487,55.58888888888889,633
EVS02331,"7304 Random Rd, City 222, Country",DC Fast Charger,Tesla,0.46,2.94,31,350,4.8,Yes,50.60831261179845,45.35128205128206,54.022222222222226,1563
EVS02332,"2274 São Paulo Ave, São Paulo",AC Level 1,EVgo,0.42,6.92,91,22,3.5,Yes,16.99697083158418,62.69230769230762,35.9,4782
EVS02333,"7600 Dubai Ave, Dubai",AC Level 1,ChargePoint,0.15,6.71,97,22,4.8,Yes,41.353291981246905,33.01153846153846,52.511111111111106,2625
EVS02334,"1909 San Francisco Ave, San Francisco",AC Level 2,Tesla,0.23,7.87,41,150,3.7,Yes,66.89965226793535,32.35494058786731,64.31138211382114,417
EVS02335,"3073 Seoul Ave, Seoul",AC Level 2,EVgo,0.25,10.35,59,150,3.5,No,44.13670756953378,46.69121325828643,44.492953929539304,2281
EVS02336,"5368 Dubai Ave, Dubai",AC Level 2,Greenlots,0.44,6.52,62,22,4.9,Yes,43.039030118828755,45.09230769230765,55.87777777777778,2418
EVS02337,"8756 Los Angeles Ave, Los Angeles",AC Level 2,Ionity,0.23,0.67,11,150,3.9,Yes,46.757082841801626,26.708786741713553,40.82249322493225,1962
EVS02338,"8739 Mexico City Ave, Mexico City",AC Level 2,Tesla,0.41,1.47,19,22,3.2,Yes,39.585785789913444,44.885897435897334,44.777777777777786,2834
EVS02339,"8135 Chicago Ave, Chicago",DC Fast Charger,Ionity,0.44,12.97,43,350,4.7,Yes,50.558838363947615,57.917948717948676,57.49999999999999,1571
EVS02340,"9326 Mexico City Ave, Mexico City",AC Level 1,Tesla,0.1,11.89,26,22,3.5,Yes,36.788570437021384,34.99999999999997,38.788888888888884,3186
EVS02341,"8036 Random Rd, City 279, Country",AC Level 1,Tesla,0.48,11.92,57,50,4.8,No,30.017144922462517,59.263101938711586,40.26720867208672,3973
EVS02342,"9429 Sydney Ave, Sydney",AC Level 2,Greenlots,0.33,16.99,19,22,4.0,No,29.35096649274913,59.73717948717936,41.488888888888894,4035
EVS02343,"8473 Berlin Ave, Berlin",DC Fast Charger,ChargePoint,0.17,0.96,91,50,3.6,No,31.39807354111211,40.73617886178861,32.578319783197834,3830
EVS02344,"9096 Sydney Ave, Sydney",DC Fast Charger,Greenlots,0.24,16.2,10,22,4.2,Yes,46.267654671409915,42.82820512820513,53.2888888888889,2012
EVS02345,"1938 Sydney Ave, Sydney",AC Level 1,EVgo,0.42,0.62,56,350,3.1,Yes,60.159698618073506,50.12564102564095,63.23333333333333,786
EVS02346,"9268 Chicago Ave, Chicago",AC Level 1,Ionity,0.11,15.0,17,22,3.1,No,25.72597151108181,48.45256410256398,33.05555555555556,4327
EVS02347,"1835 Los Angeles Ave, Los Angeles",AC Level 1,ChargePoint,0.36,12.83,15,22,3.3,No,22.549615517312816,60.74871794871791,30.099999999999998,4552
EVS02348,"2261 Chicago Ave, Chicago",DC Fast Charger,ChargePoint,0.38,16.54,84,22,4.1,No,15.121996755426867,72.84358974358962,39.300000000000004,4847
EVS02349,"8405 Cape Town Ave, Cape Town",AC Level 1,Ionity,0.42,13.01,50,350,4.1,No,37.39564652710123,67.70256410256405,47.033333333333324,3118
EVS02350,"1085 Los Angeles Ave, Los Angeles",AC Level 1,EVgo,0.24,12.08,80,150,4.7,Yes,64.75532916909708,38.47454659161967,67.51517615176152,526
EVS02351,"7868 Random Rd, City 2, Country",DC Fast Charger,EVgo,0.13,16.75,84,22,3.9,Yes,23.757603495432523,49.93205128205119,41.233333333333334,4475
EVS02352,"5353 São Paulo Ave, São Paulo",DC Fast Charger,ChargePoint,0.26,2.08,10,22,3.4,No,34.726777901063706,38.502564102564094,34.35555555555556,3432
EVS02353,"1474 Dubai Ave, Dubai",AC Level 1,Ionity,0.24,8.68,44,150,4.8,Yes,69.92224422308458,24.89724828017512,66.94471544715448,286
EVS02354,"7387 Cape Town Ave, Cape Town",DC Fast Charger,EVgo,0.2,3.58,97,22,3.5,Yes,31.60120590317345,39.83333333333328,38.96666666666666,3812
EVS02355,"6468 Toronto Ave, Toronto",AC Level 2,EVgo,0.1,7.19,55,22,4.7,Yes,51.823621345636646,23.3923076923076,54.788888888888884,1435
EVS02356,"7977 Berlin Ave, Berlin",AC Level 2,EVgo,0.23,14.21,45,50,4.0,No,37.52166842243472,49.8028455284553,42.97831978319784,3099
EVS02357,"3903 Dubai Ave, Dubai",DC Fast Charger,Tesla,0.16,3.68,80,150,3.5,Yes,63.14606319926439,31.35146966854277,59.11517615176152,611
EVS02358,"4639 Beijing Ave, Beijing",DC Fast Charger,Tesla,0.3,7.99,46,50,4.9,Yes,57.70684573316225,34.06823014383977,59.23387533875339,950
EVS02359,"1967 Seoul Ave, Seoul",AC Level 1,Greenlots,0.44,12.76,42,22,4.7,Yes,36.153197195690474,53.09743589743577,48.699999999999996,3270
EVS02360,"7244 Sydney Ave, Sydney",AC Level 2,Ionity,0.42,1.96,13,350,3.9,No,22.145184281248937,59.964102564102475,33.67777777777778,4577
EVS02361,"7418 Random Rd, City 4, Country",AC Level 1,Greenlots,0.46,5.21,62,350,4.7,No,53.486492086540075,49.84102564102553,58.74444444444444,1280
EVS02362,"6908 Mexico City Ave, Mexico City",AC Level 2,EVgo,0.44,11.85,43,50,3.8,Yes,37.61792155435473,57.37848655409628,45.00054200542005,3089
EVS02363,"1828 Dubai Ave, Dubai",AC Level 2,Ionity,0.19,4.57,17,22,4.5,No,39.71323707313578,27.71153846153845,37.300000000000004,2820
EVS02364,"393 Toronto Ave, Toronto",DC Fast Charger,EVgo,0.3,5.78,83,350,3.9,Yes,75.5956318267077,39.11794871794863,77.67777777777776,143
EVS02365,"2302 Dubai Ave, Dubai",AC Level 2,ChargePoint,0.17,3.58,74,150,4.6,Yes,74.52415100301543,18.765572232645386,65.97073170731707,167
EVS02366,"8663 Mexico City Ave, Mexico City",AC Level 1,Tesla,0.37,16.67,84,350,4.0,No,54.724159767442565,64.64743589743591,68.91111111111113,1172
EVS02367,"5617 Los Angeles Ave, Los Angeles",DC Fast Charger,EVgo,0.23,13.58,27,22,3.7,Yes,38.74126604824432,43.7448717948717,43.47777777777778,2932
EVS02368,"4263 Cape Town Ave, Cape Town",AC Level 1,Tesla,0.22,3.64,64,22,3.8,No,30.980878523537243,42.90256410256409,39.2,3873
EVS02369,"7093 Berlin Ave, Berlin",DC Fast Charger,EVgo,0.33,7.41,97,50,3.4,No,20.267044239503413,63.80540963101937,30.911653116531163,4652
EVS02370,"5713 Moscow Ave, Moscow",DC Fast Charger,Greenlots,0.4,9.55,97,22,4.8,No,19.607266941280596,58.17179487179476,38.06666666666666,4685
EVS02371,"9721 Random Rd, City 203, Country",AC Level 1,EVgo,0.38,4.93,12,150,3.3,Yes,34.55028024477093,48.26904315196987,36.04471544715447,3453
EVS02372,"6261 Moscow Ave, Moscow",AC Level 1,ChargePoint,0.13,19.12,17,22,4.9,Yes,42.628016957215536,30.88076923076913,48.988888888888894,2468
EVS02373,"4315 Bangkok Ave, Bangkok",DC Fast Charger,Ionity,0.2,15.63,32,150,3.4,Yes,45.538668211488684,47.715196998123794,50.74471544715446,2110
